len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
1412,-1,103,1,1412,-1,1412,-1,103,1,1412,-1,1412,-1,116,1,0.7599999999996498,0.8500000000006835,1.6099999999994452,1.5499999999999403,0.09999999999976694,1.620000000000843,1.2599999999993727,30099,100,1412,11,21,11,20,32.37000000000023,1.6699999999998383,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1275,quic
1094,-1,103,1,1412,-1,121,-1,1412,-1,106,1,1412,-1,1412,-1,0.7500000000000284,0.9499999999995623,1.580000000000581,1.6400000000000858,0.8099999999995333,0.7999999999999119,1.6100000000003334,19482,93,1412,11,21,15,10,339.9099999999997,212.9700000000003,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1275,quic
1412,-1,1412,-1,103,1,1412,-1,1412,-1,103,1,1412,-1,1412,-1,1.5170000000000183,1.3849999999999973,0.127999999999989,1.527000000000001,1.3350000000000026,0.1549999999999887,1.5590000000000046,32107,103,1412,10,22,10,22,35.56100000000001,3.8310000000000013,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
103,1,1412,-1,1412,-1,103,1,1412,-1,1412,-1,103,1,213,-1,0.12799999999998923,1.5199999999999936,1.255000000000006,0.25600000000000644,1.510999999999985,1.233000000000012,0.245999999999996,16975,80,1412,11,21,18,7,2881.498,1300.659,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
80,-1,106,1,100,1,627,1,721,1,98,-1,92,-1,525,-1,1.0699999999999044,6.019999999999914,627.1900000000002,3.4199999999997317,16.020000000000095,4.919999999999845,156.19000000000005,8530,80,1374,15,17,22,1,2246.7600000000007,627.1900000000002,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
481,1,95,-1,92,-1,321,-1,80,-1,126,1,92,-1,284,-1,2.9799999999999827,27.719999999999523,64.7000000000002,1.5000000000000568,0.7500000000000284,19.109999999999516,41.57000000000011,12111,80,1412,11,21,18,4,2461.8899999999985,1883.61,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
115,1,398,-1,100,1,1412,-1,1412,-1,103,1,1412,-1,204,-1,1.0799999999999699,3.409999999999691,39.070000000000604,1.5700000000000713,1.2299999999996203,0.300000000000189,1.4899999999995472,25540,100,1412,11,21,12,15,72.4999999999998,39.070000000000604,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
395,1,104,-1,531,-1,323,-1,123,1,237,-1,100,1,95,-1,17.610000000001236,71.79999999999964,1.4900000000004354,0.4999999999988347,1.0400000000014842,2.1799999999991826,16.87000000000083,9082,80,1412,16,16,18,2,1183.670000000001,847.9600000000006,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
1055,1,98,-1,253,-1,344,-1,161,-1,109,1,1412,-1,507,-1,18.800000000000594,144.8999999999998,1.5999999999998238,1.5000000000000568,2.0999999999986585,25.300000000001432,1.5000000000000568,32689,80,1412,25,7,6,21,302.8999999999994,144.8999999999998,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.0,0.09999999999976694,0.0,0.1000000000015433,0.0,0.09999999999976694,0.0,45184,1412,1412,32,0,0,32,1.5000000000000568,0.1000000000015433,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1276,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.3029999999999977,0.9979999999999989,0.3160000000000385,0.9789999999999521,0.3270000000000217,0.5970000000000142,0.6200000000000094,30254,100,1412,10,22,10,20,16.315000000000026,4.071999999999964,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1277,quic
100,1,1412,-1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,0.27599999999999847,0.37200000000003897,0.3389999999999782,0.17400000000000748,0.13199999999996548,0.20500000000001073,1.7530000000000046,32064,100,1412,10,22,10,22,12.669000000000043,2.8649999999999505,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1277,quic
1412,-1,1412,-1,1412,-1,109,1,1412,-1,1412,-1,1412,-1,1412,-1,0.34200000000000896,0.3249999999999642,0.8060000000000289,0.12699999999998823,0.3790000000000182,0.30199999999996896,0.6430000000000047,41299,109,1412,3,29,3,29,12.028999999999957,1.1889999999999965,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1277,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.18999999999996797,0.0660000000000105,0.004000000000004,0.46800000000002395,0.12099999999998223,0.12899999999999023,0.3210000000000157,41333,124,1412,3,29,3,29,6.5079999999999565,0.8410000000000357,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1277,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,125,1,1412,-1,0.23700000000004273,0.0029999999999752447,0.3150000000000097,0.002000000000002,0.3969999999999807,0.0880000000000325,0.13199999999996548,41317,119,1412,3,29,3,29,7.40300000000005,2.77700000000003,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1277,quic
161,1,143,1,130,-1,103,-1,98,1,92,-1,101,1,143,1,1.76096,15.353939999999998,1.9909999999999997,0.05010000000000048,0.9469999999999992,1.0368999999999993,2749.5501,18949,92,1412,15,17,19,11,7775.359999999998,4633.59,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1278,quic
182,-1,103,1,1412,-1,1412,-1,103,1,1412,-1,188,-1,103,1,0.18000000000029104,1.3399999999998968,1.4799999999999258,0.18000000000029104,1.2900000000000134,1.4399999999996638,0.280000000000058,26798,100,1412,11,21,13,17,29.620000000000424,1.5000000000000568,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1279,quic
92,-1,54,1,92,1,60,-1,1284,1,148,1,60,-1,60,-1,0.03999999999981796,0.5700000000001815,15.94999999999991,587.59,0.04999999999984084,17.170000000000073,0.0,20626,54,1484,21,11,17,13,915.2600000000002,587.59,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-128,quic
60,-1,60,-1,60,-1,60,-1,60,-1,60,-1,60,-1,1434,1,0.8799999999999919,0.06000000000017103,0.0,2.5399999999999867,0.05999999999994898,0.0,0.08999999999992347,30368,60,1434,23,9,11,20,5.160000000000053,2.5399999999999867,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-128,quic
144,1,143,1,124,-1,103,-1,101,1,143,1,121,-1,98,1,1.2202300000000001,15.52297,1.9989000000000026,1.0399999999999991,2642.0479,15.959999999999582,3.150000000000091,22811,95,1412,12,20,15,14,8050.009999999998,5047.01,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1280,quic
1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,1.72000000000061,1.1700000000001154,0.5299999999994753,1.6899999999999693,0.7700000000010476,0.9300000000003195,1.6899999999999693,30757,98,1412,11,21,11,21,42.55000000000031,5.250000000000199,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1280,quic
1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1.6800000000003479,0.0,1.6999999999995907,1.260000000000261,0.460000000000349,1.809999999998979,0.7200000000011642,30773,98,1412,11,21,11,21,35.980000000000345,2.6200000000002888,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1280,quic
101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,0.2999999999993008,1.6499999999997073,1.0100000000008436,0.9999999999994458,1.7999999999993577,1.2100000000003774,0.5199999999998539,30763,101,1412,11,21,11,21,34.82999999999947,1.7999999999993577,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1280,quic
1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,1.7500000000003624,1.3600000000000279,0.3799999999998249,1.7599999999999838,0.8299999999996643,1.3800000000001589,1.7899999999997362,30773,98,1412,11,21,11,21,42.10000000000047,3.8199999999992684,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1281,quic
101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,11.190000000000033,1.8299999999999983,1.000000000000334,0.7099999999997664,1.8200000000003769,0.45999999999946084,1.3500000000004064,30776,101,1412,11,21,11,21,46.91000000000045,11.190000000000033,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1281,quic
1412,1,661,1,1412,-1,103,1,97,1,93,-1,92,-1,100,1,0.289917,33.884983,0.597999999999999,0.10300000000000153,2.3260000000000005,13.3202,10.9818,29604,92,1412,11,21,11,19,281.4510000000001,202.11010000000005,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
100,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,10.124000000000022,0.10399999999999388,0.08599999999997543,0.10100000000001863,0.06899999999998485,0.3099999999999774,0.30100000000005167,33376,100,1412,9,23,9,23,16.471999999999994,10.124000000000022,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.6170000000000342,0.3169999999999562,0.0680000000000125,0.23400000000001198,0.4830000000000112,0.0640000000000085,0.22799999999995046,33376,100,1412,9,23,9,23,6.745000000000001,1.020000000000021,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,124,1,1412,-1,124,1,0.002000000000002,0.3210000000000157,0.002000000000002,0.04500000000001725,0.18199999999995997,0.08100000000005325,0.11699999999997823,38732,112,1412,5,27,5,27,9.155000000000026,2.9480000000000057,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
124,1,124,1,1412,-1,1412,-1,103,1,1412,-1,1412,-1,1412,-1,0.14199999999997548,0.022999999999995246,0.3230000000000177,4.962999999999996,1.507000000000036,0.0029999999999752447,0.002000000000001556,40398,103,1412,3,29,3,28,8.838000000000015,4.962999999999996,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,137,1,1412,-1,0.06300000000003525,0.5789999999999962,0.20999999999998797,0.06699999999998374,0.04799999999999249,0.17800000000001148,0.022000000000022002,36181,124,1412,7,25,7,25,4.271999999999997,0.5789999999999962,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,125,1,122,1,0.07499999999999174,0.0680000000000125,0.15799999999999148,0.14599999999997948,0.17400000000000748,2.9879999999999907,3.566000000000013,38692,98,1412,5,27,5,27,96.86400000000003,28.664000000000023,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1282,quic
75,1,86,-1,500,1,112,1,74,-1,74,-1,112,-1,759,1,15.1918,1182.7982000000002,0.06999999999970896,14.539999999999964,1.7000000000000455,1.6400000000001,9.409999999999854,7995,74,1375,12,20,22,2,2534.93,1182.7982000000002,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-1283,quic
74,-1,1434,1,74,-1,1434,1,74,-1,1434,1,74,-1,1434,1,0.0,1.6999999999995907,0.0,1.6999999999995907,0.0,1.5999999999998238,0.0,23236,74,1434,16,16,16,15,24.99999999999858,1.700000000001367,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-1283,quic
1434,1,74,-1,1434,1,1434,1,74,-1,1434,1,1434,1,74,-1,1.700000000001367,0.0,0.0,1.5999999999998238,0.0,0.0,1.6999999999995907,31873,74,1434,22,10,10,21,16.600000000000392,1.700000000001367,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-1283,quic
1434,1,74,-1,1434,1,74,-1,1434,1,74,-1,1434,1,1434,1,1.5999999999998238,0.0,1.6999999999995907,0.0,1.6000000000016001,0.0,0.09999999999976694,30326,74,1434,21,11,11,20,33.30000000000055,16.599999999998616,0,0,0,0,0,0,0,0,google-drive,test,GoogleDrive-1283,quic
161,1,143,1,103,-1,95,-1,103,-1,101,1,98,1,143,1,1.13392,15.411180000000002,0.9898999999999987,2.0029000000000003,0.09299999999999997,2.9499999999999993,3183.8691,21666,95,1412,13,19,17,13,8008.699999999999,4493.85,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,1.700000000001367,1.4799999999990376,0.21000000000093166,1.6999999999995907,0.560000000000116,1.1399999999994748,1.72000000000061,30760,98,1412,11,21,11,21,37.63000000000005,2.420000000000755,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
1412,-1,1412,-1,101,1,1412,-1,1412,-1,114,1,1412,-1,1412,-1,1.7499999999994742,1.0900000000013677,0.6099999999999994,1.7199999999988336,0.6800000000009021,0.9999999999994458,1.7700000000004934,30773,98,1412,11,21,11,21,39.8499999999995,4.400000000000404,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,1.6999999999995907,1.0700000000003485,0.6299999999992423,1.700000000001367,0.6499999999984851,1.0400000000014842,1.6999999999995907,32071,98,1412,10,22,10,22,37.54999999999953,2.2900000000003473,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
101,1,1412,-1,1412,-1,1412,-1,98,1,1412,-1,104,1,1412,-1,0.7500000000000284,1.6899999999999693,1.700000000001367,0.3799999999998249,1.3199999999997658,1.1499999999990962,0.5500000000004945,30776,98,1412,11,21,11,21,34.869999999999735,1.760000000000872,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
101,1,1412,-1,1412,-1,101,1,1412,-1,1412,-1,101,1,1412,-1,1.2699999999998823,1.6999999999995907,1.0399999999997078,0.6599999999998829,1.7499999999994742,0.5900000000007566,1.1100000000006105,30763,98,1412,11,21,11,21,35.44999999999909,1.7499999999994742,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1284,quic
213,1,92,-1,415,-1,100,1,1412,-1,1412,-1,1412,-1,178,-1,39.0511,72.7399,4.009,37.07600000000001,0.29599999999999227,0.39099999999999113,0.0020000000000095497,32301,92,1412,4,28,7,21,159.52400000000006,72.7399,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1285,quic
180,-1,1412,-1,94,-1,121,1,1412,-1,1412,-1,1412,-1,1412,-1,0.27299999999999547,0.002000000000002,0.5100000000000104,0.6670000000000009,0.31799999999998496,0.28300000000000525,0.33900000000000574,31564,94,1412,4,28,8,18,266.36999999999995,252.70399999999995,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1285,quic
115,1,1412,-1,241,-1,1412,-1,1412,-1,1412,-1,184,-1,83,-1,37.92999999999935,0.0,0.780000000000669,0.30999999999892225,0.32000000000032003,0.0,0.0,27073,83,1412,6,26,10,15,169.99999999999997,38.66000000000014,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1285,quic
79,-1,104,1,1412,1,89,1,1412,1,1412,1,1412,1,1412,1,3.0999999999998806,54.89999999999995,0.0,0.600000000000378,0.09999999999976694,0.0,0.0,41220,79,1412,31,1,3,29,61.799999999999855,54.89999999999995,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1285,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.0,1.6999999999995907,0.0,0.0,0.09999999999976694,0.0,0.0,38723,90,1412,29,3,5,27,15.799999999998704,5.000000000000782,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1285,quic
213,1,101,-1,421,-1,103,1,1412,-1,1412,-1,1412,-1,103,1,17.4921,102.05790000000002,3.340999999999994,37.19799999999999,1.5480000000000018,1.524000000000001,0.3810000000000002,25245,100,1412,10,22,11,15,189.06700000000004,102.05790000000002,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1286,quic
1056,1,98,-1,324,1,92,-1,286,-1,456,-1,106,1,461,-1,18.500000000001293,102.38999999999976,19.01999999999937,45.04999999999981,1.5099999999996783,1.4900000000004354,27.300000000000324,8938,80,1412,13,19,19,1,1825.7900000000009,645.8800000000001,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1286,quic
1412,-1,100,1,1412,-1,100,1,1412,-1,1412,-1,1412,-1,100,1,0.0,0.2999999999993008,0.09999999999976694,1.5000000000000568,0.2999999999993008,0.0,0.1000000000015433,30272,97,1412,11,21,11,20,14.699999999999491,9.300000000001418,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1287,quic
1354,-1,103,1,97,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,3.1999999999996476,2.700000000000813,0.5999999999986017,0.20000000000131024,0.09999999999976694,0.19999999999953388,0.09999999999976694,39046,97,1412,4,28,4,27,10.299999999999088,3.1999999999996476,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1287,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,0.20000000000131024,0.0,0.09999999999976694,0.09999999999976694,0.09999999999976694,0.5000000000006111,0.2999999999993008,41314,124,1412,3,29,3,29,4.000000000001336,0.5000000000006111,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1287,quic
1412,-1,100,1,1412,-1,100,1,1412,-1,100,1,182,-1,100,1,1.0999999999992127,0.46999999999997044,0.5200000000007421,0.9999999999994458,1.000000000000334,0.47999999999959186,0.5200000000007421,20342,100,1412,16,16,19,13,23.089999999999833,1.2099999999994893,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1288,quic
1412,-1,100,1,1412,-1,100,1,182,-1,100,1,1412,-1,100,1,0.7299999999998974,0.7899999999994023,0.2200000000005531,1.2599999999993727,0.700000000000145,0.9899999999998244,1.0300000000000864,20224,100,1412,16,16,19,12,23.699999999999832,1.4899999999995472,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1288,quic
100,1,1412,-1,100,1,1412,-1,100,1,151,-1,100,1,98,1,1.3499999999995183,0.6400000000006401,0.8799999999995478,0.13000000000040757,1.3799999999992707,0.620000000000509,0.04999999999988347,17873,98,1412,17,15,21,11,45.26999999999948,22.88999999999941,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1288,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.9060000000000179,0.3149999999999542,0.0880000000000325,1.212999999999964,0.0740000000000185,0.10100000000001774,0.14100000000000223,30752,100,1412,11,21,11,21,9.278000000000008,1.2360000000000149,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1412,-1,100,1,1412,-1,1412,-1,100,1,906,-1,1412,-1,100,1,0.09100000000000774,0.20900000000001473,0.32199999999998896,0.08399999999997299,0.07300000000004525,7.895999999999958,0.2960000000000189,30259,100,1412,11,21,11,20,12.635000000000003,7.895999999999958,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,0.23600000000001398,0.0640000000000085,0.0029999999999752447,0.2630000000000132,0.060000000000004494,0.004000000000004,0.23699999999998722,34274,100,1412,8,24,8,23,3.6390000000000033,0.30200000000002447,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.28400000000000647,0.0029999999999752447,0.0760000000000205,0.23699999999998722,0.0029999999999752447,0.0680000000000125,0.003000000000030756,41279,121,1412,3,29,3,29,11.390000000000011,5.581000000000004,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.0029999999999752447,0.10999999999999899,0.15900000000002024,0.0800000000000245,0.0029999999999752447,0.002000000000002,0.19900000000000473,41320,124,1412,3,29,3,29,3.9369999999999683,0.46600000000002195,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1316,-1,1412,-1,1412,-1,1412,-1,1412,-1,125,1,1412,-1,1412,-1,0.07699999999999374,0.0900000000000345,0.16299999999996873,0.0700000000000145,0.04700000000001925,0.04899999999996574,0.15700000000001824,40762,125,1412,3,29,3,28,2.4200000000000332,0.23099999999998122,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1289,quic
1412,1,660,1,1412,1,1412,-1,103,1,97,1,93,-1,1412,-1,1.48797,36.56793,41.33919999999999,0.5278000000000134,0.08699999999998909,2.4901000000000124,2.0109999999999957,28297,93,1412,13,19,12,18,335.49600000000015,224.97700000000003,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1290,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.24799999999997047,0.07100000000004325,0.24799999999997047,0.0660000000000105,0.07099999999998774,0.16599999999999948,0.0680000000000125,45184,1412,1412,0,32,0,32,10.92399999999999,1.350999999999992,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1290,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.30200000000002447,0.41599999999997195,0.2990000000000492,0.06599999999995498,0.2510000000000012,0.0660000000000105,1.6660000000000008,45184,1412,1412,0,32,0,32,12.921000000000015,1.6660000000000008,0,0,0,0,0,0,0,0,google-drive,train,GoogleDrive-1290,quic
1412,-1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,1412,-1,0.7999999999999119,0.3000000000010772,0.0,1.5000000000000568,0.09999999999976694,0.19999999999953388,0.09999999999976694,32492,100,1412,9,23,9,22,10.799999999999699,1.5000000000000568,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1291,quic
1412,-1,1412,-1,100,1,100,1,100,1,1412,-1,100,1,1412,-1,0.0,0.19999999999953388,0.09999999999976694,0.09999999999976694,0.0,0.0,0.4000000000008441,28925,100,1412,12,20,12,19,13.89999999999958,8.79999999999903,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1291,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,0.0,0.9999999999994458,0.3000000000010772,0.0,0.09999999999976694,0.09999999999976694,0.09999999999976694,41320,124,1412,3,29,3,29,6.099999999999994,1.0999999999992127,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1291,quic
477,-1,112,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,2.4999999999995026,1.6999999999995907,0.0,0.3000000000010772,0.09999999999976694,0.19999999999953388,0.09999999999976694,40373,112,1412,3,29,3,28,8.899999999998798,2.4999999999995026,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1291,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.09999999999976694,0.0,0.19999999999953388,0.09999999999976694,0.20000000000131024,0.09999999999976694,0.19999999999953388,40462,124,1412,3,29,3,28,3.8000000000000256,0.600000000000378,0,0,0,0,0,0,0,0,google-drive,calibration,GoogleDrive-1291,quic
